CustomerID,tenure,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,PredictedChurn,RiskLevel,RecommendedAction,MonthlyRevenueAtRisk,ChurnProbabilityPct
2883-ILGWO,57,104.9,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,104.9,37.76
2516-VQRRV,2,75.45,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,75.45,76.87
7580-UGXNC,2,54.85,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,54.85,38.93
3642-BYHDO,71,19.9,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.06
9629-NHXFW,1,19.4,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,19.4,45.11
2696-RZVZW,68,25.05,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.93
5766-FTRTS,72,84.45,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.34
0396-HUJBP,2,19.3,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,7.62
5178-LMXOP,1,95.1,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,95.1,92.56
8879-ZKJOF,41,79.85,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,12.37
6285-FTQBF,72,25.55,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.49
8185-UPYBR,6,75.5,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.5,70.49
4585-HETAI,4,73.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,73.75,67.09
7526-BEZQB,12,96.05,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,96.05,85.49
1474-JUWSM,58,68.4,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,5.43
3530-CRZSB,7,20.65,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.34
8498-XXGWA,65,55.15,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.75
9617-INGJY,1,70.6,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,70.6,75.07
0621-TSSMU,56,19.95,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.83
7234-KMNRQ,4,19.0,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.72
7636-PEPNS,58,44.1,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.16
4683-WYDOU,62,107.6,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,27.43
9052-DHNKM,26,61.55,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,7.55
6794-HKIAJ,62,90.7,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,8.27
5578-NKCXI,58,99.25,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.63
1642-HMARX,68,91.7,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,2.41
3096-WPXBT,61,100.7,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.22
8434-PNQZX,42,78.45,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.89
5950-AAAGJ,18,84.3,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,34.92
4299-OPXEJ,56,19.55,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.75
4951-UKAAQ,4,88.95,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,88.95,80.17
9618-LFJRU,4,20.45,Month-to-month,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.73
6693-DJWTY,35,55.6,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.85
0744-GKNGE,64,86.8,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,8.54
6447-EGDIV,31,20.95,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.41
1167-OYZJF,67,20.05,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.53
2108-YKQTY,4,50.7,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,31.37
4806-DXQCE,70,113.65,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.29
4918-QLLIW,3,53.4,Month-to-month,DSL,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,53.4,40.38
7056-IMHCC,53,101.9,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,101.9,62.55
4854-SSLTN,2,59.5,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.74
5294-DMSFH,29,87.8,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,87.8,37.28
4837-PZTIC,47,41.9,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.45
1625-JAIIY,68,83.0,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,24.24
0603-OLQDC,12,69.85,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,18.72
3272-VUHPV,8,56.3,Month-to-month,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,18.15
4176-FXYBO,54,109.55,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.69
1063-DHQJF,69,92.15,Two year,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.49
8663-UPDGF,26,69.5,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,11.74
6719-FGEDO,72,97.0,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.5
1837-YQUCE,70,58.35,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.56
2947-DOMLJ,1,50.6,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,50.6,36.32
4112-LUEIZ,10,89.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,89.5,68.46
0369-ZGOVK,28,70.4,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.74
4510-HIMLV,1,69.8,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,69.8,83.25
9919-KNPOO,21,94.3,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,94.3,66.91
8749-JMNKX,51,93.8,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,28.01
7872-BAAZR,53,19.55,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.98
9391-LMANN,53,95.95,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,7.13
2430-USGXP,24,101.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,101.05,68.66
8174-TBVCF,70,94.8,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.03
1698-XFZCI,61,107.75,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,21.95
1877-HKBQX,11,54.6,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.21
4450-DLLMH,2,71.3,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,71.3,59.33
0428-AXXLJ,25,19.5,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.55
2746-DIJLO,41,56.3,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.26
5955-ERIHD,18,94.7,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,94.7,66.12
0917-EZOLA,72,104.15,Two year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,19.94
3508-VLHCZ,71,90.55,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.71
4086-ATNFV,34,60.8,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.17
0468-YRPXN,29,98.8,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,34.66
5996-NRVXR,40,98.15,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,14.24
3739-YBWAB,36,35.35,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.74
7047-FWEYA,46,103.15,One year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,25.28
2000-MPKCA,58,107.75,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,23.65
9762-YAQAA,39,81.4,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.9
5949-EBSQK,4,61.45,Month-to-month,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,20.05
5473-KHBPS,52,95.7,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.51
0100-DUVFC,70,104.8,One year,Fiber optic,No,Electronic check,1,Medium Risk,Monitor customer + targeted engagement,104.8,36.82
5397-TUPSH,65,70.95,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.71
8950-MTZNV,1,44.95,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,44.95,53.08
0326-VDYXE,70,97.65,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,26.36
6773-LQTVT,29,35.65,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,23.4
7274-RTAPZ,1,90.55,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,90.55,88.26
0436-TWFFZ,67,85.25,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.2
8566-YPRGL,1,19.5,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,19.5,45.85
0311-UNPFF,26,88.8,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,88.8,40.58
6609-MXJHJ,30,25.1,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.67
2669-OIDSD,48,100.05,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,32.71
8400-WZICQ,55,55.7,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.01
3834-XUIFC,7,85.2,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,85.2,80.62
9576-SYUHJ,37,91.15,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,30.34
0410-IPFTY,31,83.85,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,83.85,41.36
2831-EBWRN,4,45.9,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,45.9,46.57
9430-NKQLY,72,25.1,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.61
8414-MYSHR,5,91.4,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,91.4,77.33
0247-SLUJI,1,19.7,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,19.7,38.32
9402-ORRAH,15,91.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,91.5,60.05
6483-OATDN,8,51.3,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,19.68
1293-HHSHJ,35,21.1,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.35
4840-ORQXB,56,104.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,104.75,39.25
7599-FKVXZ,42,106.15,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,106.15,59.5
3982-DQLUS,65,85.75,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,17.68
8610-ZIKJJ,2,20.3,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,7.17
3756-VNWDH,65,100.75,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,25.69
7801-KICAO,18,74.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,74.15,52.69
7673-LPRNY,23,78.55,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,16.5
8229-TNIQA,4,45.3,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,45.3,41.12
6060-QBMGV,70,19.85,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.75
7339-POGZN,4,50.7,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,50.7,47.87
2828-SLQPF,19,45.0,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,25.03
4465-VDKIQ,18,77.8,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,28.23
2921-XWDJH,38,83.45,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,83.45,37.09
6221-AVQYL,2,73.25,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,73.25,68.59
2558-BUOZZ,47,94.8,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.03
9257-AZMTZ,52,20.1,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.37
0003-MKNFE,9,59.9,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,25.84
0975-UYDTX,26,90.1,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.56
7743-EXURX,8,51.05,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,51.05,36.5
4682-BLBUC,44,70.95,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,10.26
0975-VOOVL,3,29.2,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,32.83
5968-VXZLG,2,46.6,Month-to-month,DSL,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,46.6,49.76
5569-KGJHX,9,85.35,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,85.35,68.62
4988-IQIGL,1,75.35,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.35,87.6
5201-FRKKS,25,74.3,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,16.86
9799-CAYJJ,2,69.3,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,69.3,69.19
7730-IUTDZ,43,75.2,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.98
0426-TIRNE,1,20.9,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.9,36.99
5443-SCMKX,58,94.3,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,19.27
8295-KMENE,59,76.45,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.26
6738-ISCBM,44,54.0,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,20.04
9821-BESNZ,66,104.25,One year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.44
3678-MNGZX,68,19.95,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.69
1335-NTIUC,9,24.95,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,24.95,44.36
2916-BQZLN,19,84.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,84.75,48.56
4558-CGYCZ,4,19.75,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,17.63
2368-GAKKQ,70,113.65,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.31
8710-YGLWG,1,44.9,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,44.9,53.08
3199-XGZCY,8,75.25,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,75.25,68.44
3785-KTYSH,53,24.6,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.63
6814-ZPWFQ,51,25.0,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.59
4063-EIKNQ,11,20.95,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.5
6993-YCOBK,60,110.6,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,11.88
5206-HPJKM,17,55.5,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,17.8
7587-RZNME,3,43.3,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,43.3,51.69
0748-RDGGM,70,109.5,One year,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Monitor customer + targeted engagement,109.5,41.74
8393-JMVMB,1,19.45,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,34.53
5019-GQVCR,43,84.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,84.85,54.13
6036-TTFYU,16,19.6,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.12
2550-AEVRU,57,53.45,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,5.47
0969-RGKCU,37,19.8,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.41
0378-CJKPV,72,112.1,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.81
4706-AXVKM,11,84.8,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,84.8,66.95
5889-JTMUL,50,95.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,95.05,43.71
9026-RNUJS,5,50.35,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,50.35,44.51
3746-EUBYR,1,74.6,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,High Risk,Offer annual contract discount + proactive support,74.6,79.02
2332-EFBJY,16,19.7,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.47
2880-FPNAE,2,74.2,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,74.2,67.93
1703-MGIAB,17,69.0,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,20.88
4311-QTTAI,16,19.35,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.71
9474-PHLYD,15,59.45,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,33.96
4318-RAJVY,10,19.8,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.61
2165-VOEGB,46,105.2,One year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,12.68
3612-YUNGG,64,109.2,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,8.73
2254-DLXRI,1,79.15,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,79.15,85.49
5062-CJJKH,25,53.65,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.14
9028-LIHRP,71,100.2,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.35
2219-MVUSO,8,45.15,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,26.16
1053-MXTTK,72,108.65,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.75
1530-ZTDOZ,49,40.65,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,17.38
1301-LOPVR,29,55.35,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.26
0853-TWRVK,72,105.6,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.8
8914-RBTSB,31,93.8,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,30.04
6212-ATMLK,50,95.7,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,95.7,56.45
8200-LGKSR,71,83.2,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,1.71
1568-BEKZM,70,90.05,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.84
0670-ANMUU,71,97.65,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.31
6897-RWMUB,61,68.05,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.74
0963-ZBDRN,32,96.2,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,96.2,41.88
7594-RQHXR,1,79.6,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,79.6,85.91
6999-CHVCF,68,102.1,Two year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.78
6134-KWTBV,62,23.4,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.01
1077-HUUJM,7,71.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,71.05,58.62
6331-EWIEB,20,85.25,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,85.25,63.46
0895-LNKRC,6,19.45,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.22
2045-BMBTJ,33,59.45,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,18.73
8417-GSODA,28,92.2,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,19.52
5171-EPLKN,27,19.85,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.75
4452-QIIEB,7,43.9,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,21.83
5998-VVEJY,26,80.5,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.5,45.43
1624-NALOJ,5,89.8,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,89.8,84.75
6741-EGCBI,30,90.5,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,30.0
7820-ZYGNY,63,90.45,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.43
4317-VTEOA,1,50.75,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,50.75,66.07
9677-AVKED,53,84.6,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.71
1670-SVOWZ,14,89.65,Month-to-month,Fiber optic,Yes,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,89.65,40.96
2227-JRSJX,21,99.15,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,99.15,48.34
9847-HNVGP,17,19.95,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.08
6696-YDAYZ,16,20.5,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.46
8980-WQFWL,35,62.1,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,18.1
1730-ZMAME,32,79.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,79.5,51.93
6506-EYCNH,28,19.55,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.22
4634-JLRJT,1,20.35,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,32.64
9501-UKKNL,59,51.7,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,18.18
2560-QTSBS,72,23.3,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.1
7541-YLXCL,36,65.4,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.44
4795-WRNVT,40,65.1,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,9.93
6080-TCMYC,40,81.2,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,81.2,45.14
0260-ZDLGK,9,72.9,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,20.62
7860-UXCRM,63,74.5,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.26
6357-JJPQT,3,80.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.5,63.32
2292-XQWSV,40,60.3,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,16.53
9552-TGUZV,8,75.0,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,75.0,42.73
5913-INRQV,34,90.15,One year,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,7.58
8722-NGNBH,5,40.0,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,27.81
6210-KBBPI,9,99.45,Month-to-month,Fiber optic,No,Credit card (automatic),1,High Risk,Offer annual contract discount + proactive support,99.45,90.04
9643-YBLUR,9,69.05,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,30.48
8734-FNWVH,31,59.7,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,11.22
9447-YPTBX,50,19.85,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.04
0133-BMFZO,2,86.25,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,86.25,57.83
